name,type,diameter_mm,length_mm,din,gost,strength_class,thread,coating,unit_erp,weight_g_per_piece,weight_source,price_supplier,unit_supplier,price_per_piece_rub,price_note,raw
Болт M5x12 DIN 933 ГОСТ 7798-70 цинк,Болт,5.0,12.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,1.44,линейная интерполяция ГОСТ,385.0,кг,0.5544,расчёт: 385.0 руб/кг ÷ 694.4 шт/кг,"Болт  5х 12 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M5x35 DIN 933 ГОСТ 7798-70 цинк,Болт,5.0,35.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,3.51,линейная интерполяция ГОСТ,314.6,кг,1.104246,расчёт: 314.6 руб/кг ÷ 284.9 шт/кг,"Болт  5х 35 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x65 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,65.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,21.23,линейная интерполяция ГОСТ,286.0,кг,6.07178,расчёт: 286.0 руб/кг ÷ 47.1 шт/кг,"Болт  8х 65 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x110 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,110.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,35.72,линейная интерполяция ГОСТ,338.83,кг,12.103008,расчёт: 338.83 руб/кг ÷ 28.0 шт/кг,"Болт  8х110 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x130 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,130.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,42.15,линейная интерполяция ГОСТ,304.5,кг,12.834675,расчёт: 304.5 руб/кг ÷ 23.7 шт/кг,"Болт  8х130 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x140 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,140.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,45.37,линейная интерполяция ГОСТ,261.0,кг,11.84157,расчёт: 261.0 руб/кг ÷ 22.0 шт/кг,"Болт  8х140 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x160 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,160.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,51.81,линейная интерполяция ГОСТ,275.5,кг,14.273655,расчёт: 275.5 руб/кг ÷ 19.3 шт/кг,"Болт  8х160 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x180 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,180.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,58.25,линейная интерполяция ГОСТ,400.4,кг,23.3233,расчёт: 400.4 руб/кг ÷ 17.2 шт/кг,"Болт  8х180 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M8x200 DIN 933 ГОСТ 7798-70 цинк,Болт,8.0,200.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,64.68,линейная интерполяция ГОСТ,333.5,кг,21.57078,расчёт: 333.5 руб/кг ÷ 15.5 шт/кг,"Болт  8х200 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M10x110 DIN 933 ГОСТ 7798-70 цинк,Болт,10.0,110.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,61.9,линейная интерполяция ГОСТ,290.0,кг,17.951,расчёт: 290.0 руб/кг ÷ 16.2 шт/кг,"Болт 10х110 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M10x130 DIN 933 ГОСТ 7798-70 цинк,Болт,10.0,130.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,73.1,линейная интерполяция ГОСТ,286.0,кг,20.9066,расчёт: 286.0 руб/кг ÷ 13.7 шт/кг,"Болт 10х130 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M10x140 DIN 933 ГОСТ 7798-70 цинк,Болт,10.0,140.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,78.7,линейная интерполяция ГОСТ,203.0,кг,15.9761,расчёт: 203.0 руб/кг ÷ 12.7 шт/кг,"Болт 10х140 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M12x180 DIN 933 ГОСТ 7798-70 цинк,Болт,12.0,180.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,176.7,линейная интерполяция ГОСТ,319.0,кг,56.3673,расчёт: 319.0 руб/кг ÷ 5.7 шт/кг,"Болт 12х180 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M12x200 DIN 933 ГОСТ 7798-70 цинк,Болт,12.0,200.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,196.3,линейная интерполяция ГОСТ,290.0,кг,56.927,расчёт: 290.0 руб/кг ÷ 5.1 шт/кг,"Болт 12х200 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M14x20 DIN 933 ГОСТ 7798-70 цинк,Болт,14.0,20.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,31.6,линейная интерполяция ГОСТ,371.95,кг,11.75362,расчёт: 371.95 руб/кг ÷ 31.6 шт/кг,"Болт 14х 20 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M16x200 DIN 933 ГОСТ 7798-70 цинк,Болт,16.0,200.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,429.8,линейная интерполяция ГОСТ,290.0,кг,124.642,расчёт: 290.0 руб/кг ÷ 2.3 шт/кг,"Болт 16х200 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M18x55 DIN 933 ГОСТ 7798-70 цинк,Болт,18.0,55.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,163.0,линейная интерполяция ГОСТ,283.39,кг,46.19257,расчёт: 283.39 руб/кг ÷ 6.1 шт/кг,"Болт 18х 55 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M18x100 DIN 933 ГОСТ 7798-70 цинк,Болт,18.0,100.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,289.0,линейная интерполяция ГОСТ,192.0,кг,55.488,расчёт: 192.0 руб/кг ÷ 3.5 шт/кг,"Болт 18х100 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M18x110 DIN 933 ГОСТ 7798-70 цинк,Болт,18.0,110.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,317.0,линейная интерполяция ГОСТ,283.36,кг,89.82512,расчёт: 283.36 руб/кг ÷ 3.2 шт/кг,"Болт 18х110 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M20x75 DIN 933 ГОСТ 7798-70 цинк,Болт,20.0,75.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,289.0,линейная интерполяция ГОСТ,290.0,кг,83.81,расчёт: 290.0 руб/кг ÷ 3.5 шт/кг,"Болт 20х 75 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M20x220 DIN 933 ГОСТ 7798-70 цинк,Болт,20.0,220.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,811.0,линейная интерполяция ГОСТ,277.2,кг,224.8092,расчёт: 277.2 руб/кг ÷ 1.2 шт/кг,"Болт 20х220 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M24x50 DIN 933 ГОСТ 7798-70 цинк,Болт,24.0,50.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,338.0,линейная интерполяция ГОСТ,435.0,кг,147.03,расчёт: 435.0 руб/кг ÷ 3.0 шт/кг,"Болт 24х 50 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M24x60 DIN 933 ГОСТ 7798-70 цинк,Болт,24.0,60.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,398.0,линейная интерполяция ГОСТ,371.8,кг,147.9764,расчёт: 371.8 руб/кг ÷ 2.5 шт/кг,"Болт 24х 60 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M24x80 DIN 933 ГОСТ 7798-70 цинк,Болт,24.0,80.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,518.0,линейная интерполяция ГОСТ,203.0,кг,105.154,расчёт: 203.0 руб/кг ÷ 1.9 шт/кг,"Болт 24х 80 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M24x95 DIN 933 ГОСТ 7798-70 цинк,Болт,24.0,95.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,608.0,линейная интерполяция ГОСТ,371.95,кг,226.1456,расчёт: 371.95 руб/кг ÷ 1.6 шт/кг,"Болт 24х 95 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M24x160 DIN 933 ГОСТ 7798-70 цинк,Болт,24.0,160.0,DIN 933,ГОСТ 7798-70,8.8,полная,цинк,шт,998.0,линейная интерполяция ГОСТ,338.8,кг,338.1224,расчёт: 338.8 руб/кг ÷ 1.0 шт/кг,"Болт 24х160 цинк DIN 933 ГОСТ 7798-70 кл.пр.8.8 резьба полная,"
Болт M10x25 ГОСТ 52644-2006,Болт,10.0,25.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,14.3,линейная интерполяция ГОСТ,487.03,кг,6.964529,расчёт: 487.03 руб/кг ÷ 69.9 шт/кг,"Болт 10х 25 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x50 ГОСТ 52644-2006,Болт,16.0,50.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,108.8,линейная интерполяция ГОСТ,507.5,кг,55.216,расчёт: 507.5 руб/кг ÷ 9.2 шт/кг,"Болт 16х 50 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x55 ГОСТ 52644-2006,Болт,16.0,55.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,119.5,линейная интерполяция ГОСТ,549.01,кг,65.606695,расчёт: 549.01 руб/кг ÷ 8.4 шт/кг,"Болт 16х 55 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x60 ГОСТ 52644-2006,Болт,16.0,60.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,130.2,линейная интерполяция ГОСТ,462.0,кг,60.1524,расчёт: 462.0 руб/кг ÷ 7.7 шт/кг,"Болт 16х 60 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x60 ГОСТ 52644-2006 цинк,Болт,16.0,60.0,,ГОСТ 52644-2006,10.9,неполная,цинк,шт,130.2,линейная интерполяция ГОСТ,487.03,кг,63.411306,расчёт: 487.03 руб/кг ÷ 7.7 шт/кг,"Болт 16х 60 цинк ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x70 ГОСТ 52644-2006,Болт,16.0,70.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,151.6,линейная интерполяция ГОСТ,500.25,кг,75.8379,расчёт: 500.25 руб/кг ÷ 6.6 шт/кг,"Болт 16х 70 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x75 ГОСТ 52644-2006,Болт,16.0,75.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,162.3,линейная интерполяция ГОСТ,462.0,кг,74.9826,расчёт: 462.0 руб/кг ÷ 6.2 шт/кг,"Болт 16х 75 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x80 ГОСТ 52644-2006,Болт,16.0,80.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,173.0,линейная интерполяция ГОСТ,462.0,кг,79.926,расчёт: 462.0 руб/кг ÷ 5.8 шт/кг,"Болт 16х 80 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x90 ГОСТ 52644-2006,Болт,16.0,90.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,194.4,линейная интерполяция ГОСТ,531.3,кг,103.28472,расчёт: 531.3 руб/кг ÷ 5.1 шт/кг,"Болт 16х 90 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M16x100 ГОСТ 52644-2006,Болт,16.0,100.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,215.8,линейная интерполяция ГОСТ,506.51,кг,109.304858,расчёт: 506.51 руб/кг ÷ 4.6 шт/кг,"Болт 16х100 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x50 ГОСТ 52644-2006,Болт,20.0,50.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,199.0,линейная интерполяция ГОСТ,507.5,кг,100.9925,расчёт: 507.5 руб/кг ÷ 5.0 шт/кг,"Болт 20х 50 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x55 ГОСТ 52644-2006,Болт,20.0,55.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,217.0,линейная интерполяция ГОСТ,566.72,кг,122.97824,расчёт: 566.72 руб/кг ÷ 4.6 шт/кг,"Болт 20х 55 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x60 ГОСТ 52644-2006,Болт,20.0,60.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,235.0,линейная интерполяция ГОСТ,462.0,кг,108.57,расчёт: 462.0 руб/кг ÷ 4.3 шт/кг,"Болт 20х 60 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x65 ГОСТ 52644-2006,Болт,20.0,65.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,253.0,линейная интерполяция ГОСТ,507.5,кг,128.3975,расчёт: 507.5 руб/кг ÷ 4.0 шт/кг,"Болт 20х 65 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x70 ГОСТ 52644-2006,Болт,20.0,70.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,271.0,линейная интерполяция ГОСТ,580.0,кг,157.18,расчёт: 580.0 руб/кг ÷ 3.7 шт/кг,"Болт 20х 70 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x70 ГОСТ 52644-2006 цинк,Болт,20.0,70.0,,ГОСТ 52644-2006,10.9,неполная,цинк,шт,271.0,линейная интерполяция ГОСТ,531.3,кг,143.9823,расчёт: 531.3 руб/кг ÷ 3.7 шт/кг,"Болт 20х 70 цинк ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x85 ГОСТ 52644-2006,Болт,20.0,85.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,325.0,линейная интерполяция ГОСТ,507.5,кг,164.9375,расчёт: 507.5 руб/кг ÷ 3.1 шт/кг,"Болт 20х 85 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x90 ГОСТ 52644-2006,Болт,20.0,90.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,343.0,линейная интерполяция ГОСТ,507.5,кг,174.0725,расчёт: 507.5 руб/кг ÷ 2.9 шт/кг,"Болт 20х 90 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x100 ГОСТ 52644-2006,Болт,20.0,100.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,379.0,линейная интерполяция ГОСТ,510.0,кг,193.29,расчёт: 510.0 руб/кг ÷ 2.6 шт/кг,"Болт 20х100 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x110 ГОСТ 52644-2006,Болт,20.0,110.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,415.0,линейная интерполяция ГОСТ,507.5,кг,210.6125,расчёт: 507.5 руб/кг ÷ 2.4 шт/кг,"Болт 20х110 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M20x120 ГОСТ 52644-2006,Болт,20.0,120.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,451.0,линейная интерполяция ГОСТ,462.0,кг,208.362,расчёт: 462.0 руб/кг ÷ 2.2 шт/кг,"Болт 20х120 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M22x110,Болт,22.0,110.0,,,,,,шт,533.0,линейная интерполяция ГОСТ,550.7,кг,293.5231,расчёт: 550.7 руб/кг ÷ 1.9 шт/кг,"Болт 1.3 М22х110 110 ХЛ ст.40Х ГОСТ Р 53664-2009,"
Болт M22x65,Болт,22.0,65.0,,,,,,шт,326.0,линейная интерполяция ГОСТ,175.89,кг,57.34014,расчёт: 175.89 руб/кг ÷ 3.1 шт/кг,"Болт 1.3 М22х65 110 ХЛ ст.40Х ГОСТ Р 53664-2009,"
Болт M22x65 ГОСТ 53664-2009,Болт,22.0,65.0,,ГОСТ 53664-2009,,,,шт,326.0,линейная интерполяция ГОСТ,527.05,кг,171.8183,расчёт: 527.05 руб/кг ÷ 3.1 шт/кг,"Болт 22х 65 1.3 110ХЛ ГОСТ 53664-2009,"
Болт M22x70 ГОСТ 52644-2006,Болт,22.0,70.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,349.0,линейная интерполяция ГОСТ,471.95,кг,164.71055,расчёт: 471.95 руб/кг ÷ 2.9 шт/кг,"Болт 22х 70 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M22x80 ГОСТ 52644-2006,Болт,22.0,80.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,395.0,линейная интерполяция ГОСТ,572.0,кг,225.94,расчёт: 572.0 руб/кг ÷ 2.5 шт/кг,"Болт 22х 80 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M22x90 ГОСТ 52644-2006,Болт,22.0,90.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,441.0,линейная интерполяция ГОСТ,462.0,кг,203.742,расчёт: 462.0 руб/кг ÷ 2.3 шт/кг,"Болт 22х 90 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M22x100 ГОСТ 53664-2009,Болт,22.0,100.0,,ГОСТ 53664-2009,10.9,неполная,без покрытия,шт,487.0,линейная интерполяция ГОСТ,510.0,кг,248.37,расчёт: 510.0 руб/кг ÷ 2.1 шт/кг,"Болт 22х100 без покрытия ГОСТ 53664-2009 кл.пр.10.9 резьба неполная,"
Болт M22x120 ГОСТ 52644-2006,Болт,22.0,120.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,579.0,линейная интерполяция ГОСТ,471.9,кг,273.2301,расчёт: 471.9 руб/кг ÷ 1.7 шт/кг,"Болт 22х120 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M22x130 ГОСТ 52644-2006,Болт,22.0,130.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,625.0,линейная интерполяция ГОСТ,539.0,кг,336.875,расчёт: 539.0 руб/кг ÷ 1.6 шт/кг,"Болт 22х130 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x60 ГОСТ 52644-2006,Болт,24.0,60.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,398.0,линейная интерполяция ГОСТ,462.0,кг,183.876,расчёт: 462.0 руб/кг ÷ 2.5 шт/кг,"Болт 24х 60 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x60 ГОСТ 52644-2006 цинк,Болт,24.0,60.0,,ГОСТ 52644-2006,10.9,неполная,цинк,шт,398.0,линейная интерполяция ГОСТ,531.3,кг,211.4574,расчёт: 531.3 руб/кг ÷ 2.5 шт/кг,"Болт 24х 60 цинк ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x65 ГОСТ 52644-2006,Болт,24.0,65.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,428.0,линейная интерполяция ГОСТ,539.0,кг,230.692,расчёт: 539.0 руб/кг ÷ 2.3 шт/кг,"Болт 24х 65 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x85 ГОСТ 52644-2006,Болт,24.0,85.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,548.0,линейная интерполяция ГОСТ,548.77,кг,300.72596,расчёт: 548.77 руб/кг ÷ 1.8 шт/кг,"Болт 24х 85 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x90 ГОСТ 52644-2006,Болт,24.0,90.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,578.0,линейная интерполяция ГОСТ,429.0,кг,247.962,расчёт: 429.0 руб/кг ÷ 1.7 шт/кг,"Болт 24х 90 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x95 ГОСТ 52644-2006,Болт,24.0,95.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,608.0,линейная интерполяция ГОСТ,500.5,кг,304.304,расчёт: 500.5 руб/кг ÷ 1.6 шт/кг,"Болт 24х 95 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x100 ГОСТ 52644-2006,Болт,24.0,100.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,638.0,линейная интерполяция ГОСТ,462.0,кг,294.756,расчёт: 462.0 руб/кг ÷ 1.6 шт/кг,"Болт 24х100 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x110 ГОСТ 52644-2006,Болт,24.0,110.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,698.0,линейная интерполяция ГОСТ,462.0,кг,322.476,расчёт: 462.0 руб/кг ÷ 1.4 шт/кг,"Болт 24х110 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x115 ГОСТ 52644-2006,Болт,24.0,115.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,728.0,линейная интерполяция ГОСТ,531.3,кг,386.7864,расчёт: 531.3 руб/кг ÷ 1.4 шт/кг,"Болт 24х115 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x120 ГОСТ 52644-2006,Болт,24.0,120.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,758.0,линейная интерполяция ГОСТ,539.0,кг,408.562,расчёт: 539.0 руб/кг ÷ 1.3 шт/кг,"Болт 24х120 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x120 ГОСТ 52644-2006 цинк,Болт,24.0,120.0,,ГОСТ 52644-2006,10.9,неполная,цинк,шт,758.0,линейная интерполяция ГОСТ,531.3,кг,402.7254,расчёт: 531.3 руб/кг ÷ 1.3 шт/кг,"Болт 24х120 цинк ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x130 ГОСТ 52644-2006,Болт,24.0,130.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,818.0,линейная интерполяция ГОСТ,471.9,кг,386.0142,расчёт: 471.9 руб/кг ÷ 1.2 шт/кг,"Болт 24х130 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x140 ГОСТ 52644-2006,Болт,24.0,140.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,878.0,линейная интерполяция ГОСТ,478.5,кг,420.123,расчёт: 478.5 руб/кг ÷ 1.1 шт/кг,"Болт 24х140 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x150 ГОСТ 52644-2006,Болт,24.0,150.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,938.0,линейная интерполяция ГОСТ,507.5,кг,476.035,расчёт: 507.5 руб/кг ÷ 1.1 шт/кг,"Болт 24х150 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M24x170 ГОСТ 52644-2006,Болт,24.0,170.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1058.0,линейная интерполяция ГОСТ,531.3,кг,562.1154,расчёт: 531.3 руб/кг ÷ 0.9 шт/кг,"Болт 24х170 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x90 ГОСТ 52644-2006,Болт,27.0,90.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,799.0,линейная интерполяция ГОСТ,580.0,кг,463.42,расчёт: 580.0 руб/кг ÷ 1.3 шт/кг,"Болт 27х 90 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x100 ГОСТ 52644-2006,Болт,27.0,100.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,883.0,линейная интерполяция ГОСТ,462.0,кг,407.946,расчёт: 462.0 руб/кг ÷ 1.1 шт/кг,"Болт 27х100 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x110 ГОСТ 52644-2006,Болт,27.0,110.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,967.0,линейная интерполяция ГОСТ,531.3,кг,513.7671,расчёт: 531.3 руб/кг ÷ 1.0 шт/кг,"Болт 27х110 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x120 ГОСТ 52644-2006,Болт,27.0,120.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1051.0,линейная интерполяция ГОСТ,507.5,кг,533.3825,расчёт: 507.5 руб/кг ÷ 1.0 шт/кг,"Болт 27х120 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x140 ГОСТ 52644-2006,Болт,27.0,140.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1219.0,линейная интерполяция ГОСТ,531.3,кг,647.6547,расчёт: 531.3 руб/кг ÷ 0.8 шт/кг,"Болт 27х140 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M27x170 ГОСТ 52644-2006,Болт,27.0,170.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1471.0,линейная интерполяция ГОСТ,558.25,кг,821.18575,расчёт: 558.25 руб/кг ÷ 0.7 шт/кг,"Болт 27х170 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M30x100 ГОСТ 52644-2006,Болт,30.0,100.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1199.0,линейная интерполяция ГОСТ,539.0,кг,646.261,расчёт: 539.0 руб/кг ÷ 0.8 шт/кг,"Болт 30х100 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная, кг"
Болт M30x110 ГОСТ 52644-2006,Болт,30.0,110.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,1317.0,линейная интерполяция ГОСТ,539.0,кг,709.863,расчёт: 539.0 руб/кг ÷ 0.8 шт/кг,"Болт 30х110 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
Болт M30x200 ГОСТ 52644-2006,Болт,30.0,200.0,,ГОСТ 52644-2006,10.9,неполная,без покрытия,шт,2379.0,линейная интерполяция ГОСТ,616.0,кг,1465.464,расчёт: 616.0 руб/кг ÷ 0.4 шт/кг,"Болт 30х200 без покрытия ГОСТ 52644-2006 кл.пр.10.9 резьба неполная,"
